FacilityName,FacilityId,City,State,ZipCode,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,D,Direct Emitter
PALOS VERDES LANDFILL,1003361,Rolling Hills Estates,CA,90274,25680 HAWTHORNE BLVD,Los Angeles,33.791669,-118.352439,562212,HH,Waste,79632.5,,79632.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79632.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PAMPA PLANT,1003134,Pampa,TX,79066,5 M SW OF PAMPA ON HWY 60,Gray,35.4834,-101.0492,325182,"C,X",Chemicals,128949.172,128927.8,9.75,11.622,,,,,,,,,,20869.972,,,,,,,,,,,,,,,,,,,,,,,,108079.2,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - ALVA N HOPETON,1003193,Alva,OK,73717,,Woods,36.7261,-98.6909,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,39073.622,34160.8,4893.75,19.072,,,,,,,,,,34190.172,,,,,,,,,,,,,,,,,,,,,4883.45,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - CASHION,1003194,Cashion,OK,73016,4 MILE WEST 1/2 MILE SOUTH OF CASHION,Kingfisher,35.810934,-97.687371,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,30991.408,24335.7,6642,13.708,,,,,,,,,,24353.108,,,,,,,,,,,,,,,,,,,,6638.3,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - CENTRALIA,1003062,Centralia,MO,65240,16151 NORTH ROUTE Z,Boone,39.136639,-92.139333,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,73292.306,64921.2,8334.75,36.356,,,,,,,,,,64978.356,,,,,,,,,,,,,,,,,,,,8313.95,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - EDGERTON,1003152,Monroeville,IN,46773,25419 PAULDING ROAD,Allen,41.03851,-84.81051,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,54131.292,41709,12398.75,23.542,,,,,,,,,,41737.692,,,,,,,,,,,,,,,,,,,,12393.6,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - GLENARM,1003153,Glenarm,IL,62536,11615 OLD ROUTE 66,Sangamon,39.63298,-89.63139,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,57770.64,42355.3,15391.5,23.84,,,,,,,,,,42381.24,,,,,,,,,,,,,,,,,,,,15389.4,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - GREENSBURG,1003154,Greensburg,KS,67054,,Kiowa,37.6149,-99.3236,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,19565.676,6488.6,13073.5,3.576,,,,,,,,,,6480.076,,,,,,,,,,,,,,,,,,,,13085.6,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - HAVEN,1003064,Haven,KS,67543,12610 SOUTH KENT ROAD,Reno,37.90658,-97.80955,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,84090.288,69704.5,14346.75,39.038,,,,,,,,,,69759.688,,,,,,,,,,,,,,,,,,,,14330.6,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - HOUSTONIA,1003106,Lamonte,MO,65337,16076 HIGHWAY T,Pettis,38.846149,-93.36692,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,91679.584,70805.7,20834.25,39.634,,,,,,,,,,70854.284,,,,,,,,,,,,,,,,,,,,20825.3,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - LIBERAL,1003068,Liberal,KS,67901,8265 ROAD R,Seward,37.099789,-100.76002,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,153271.77,34505.4,118747,19.37,,,,,,,,,,34403.92,,,,,,,,,,,,,,,,,,,,118867.85,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - LOUISBURG,1003069,Louisburg,KS,66053,29115 METCALF ROAD,Miami,38.596317,-94.675997,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,77577.214,62608.8,14933.25,35.164,,,,,,,,,,62656.064,,,,,,,,,,,,,,,,,,,,14921.15,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - MONTEZUMA,1003108,Montezuma,IN,47862,2623 N 600W,Parke,39.80474,-87.35004,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,43650.748,40242.1,3386,22.648,,,,,,,,,,40279.748,,,,,,,,,,,,,,,,,,,,3371,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - OLPE,1003109,Olpe,KS,66865,985 ROAD 90,Lyon,38.288982,-96.192252,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,83610.638,69703.1,13868.5,39.038,,,,,,,,,,69758.788,,,,,,,,,,,,,,,,,,,,13851.85,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - PLEASANT HILL,1003111,Pleasant Hill,IL,62366,4-1/2 MILES SE ATLAS ON HWY 96,Pike,39.471847,-90.914832,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,56279.098,40471.2,15785.25,22.648,,,,,,,,,,40494.548,,,,,,,,,,,,,,,,,,,,15784.55,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - TUSCOLA,1003113,Tuscola,IL,61953,575 E US HWY 36,Douglas,39.79038,-88.35898,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,70630.138,56389.8,14208.75,31.588,,,,,,,,,,56430.988,,,,,,,,,,,,,,,,,,,,14199.15,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - ZIONSVILLE,1003070,Indianapolis,IN,46268,9371 ZIONSVILLE RD,Marion,39.92388,-86.25757,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,48453.518,35059.1,13374.75,19.668,,,,,,,,,,35079.568,,,,,,,,,,,,,,,,,,,,13373.95,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANOLA COUNTY GAS PLANT,1010312,Carthage,TX,75633,2636 US HWY 79N,Panola,32.158825,-94.423725,211112,W-PROC,Petroleum and Natural Gas Systems,9761.03,9684.4,58.75,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9761.03,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PANOLA II GAS PLANT,1010313,Carthage,TX,75633,2539 COUNTY ROAD 301,Panola,32.192641,-94.269435,211112,W-PROC,Petroleum and Natural Gas Systems,6227.868,6162.4,53.25,12.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.868,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PAPERWORKS INDUSTRIES INC,1006839,Philadelphia,PA,19127,5000 FLAT ROCK ROAD,Philadelphia,40.03363,-75.2368,322130,C,Pulp and Paper,62330.264,62265.6,29.5,35.164,,,,,,,,,,62330.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PAPERWORKS INDUSTRIES INC,1000427,Wabash,IN,46992,455 W. FACTORY ST.,Wabash,40.795056,-85.825611,322130,C,Pulp and Paper,54370.396,54314.5,25.5,30.396,,,,,,,,,,54370.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PARAMOUNT PETROLEUM CORPORATION,1004362,Paramount,CA,90723,14700 DOWNEY AVENUE,Los Angeles,33.899645,-118.15141,324110,"C,Y",Refineries,12038.902,11710,321.75,7.152,,,,,,,,,,11507.956,,,,,,,,,,,,,,,,,,,,,,,,,530.946,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PARIS PLANT,1006617,Paris,TX,75461,"500 LOOP 286 N,W.--SUITE 100",Lamar,33.718056,-95.568222,311422,C,Other,33979.072,33944,16,19.072,,,,,,,,,,33979.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PARKCHESTER SOUTH CONDOMINIUM,1007716,Bronx,NY,10462,2020 EAST TREMONT AVE,Bronx,40.84156,-73.86012,813990,C,Other,47828.892,47755,28,45.892,,,,,,,,,,47828.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PASADENA REFINING SYSTEM,1005903,Pasadena,TX,77506,111 RED BLUFF ROAD,Harris,29.723889,-95.208888,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",895707.252,890798.4,2398.5,2510.352,,,,,,,,,,500224.02,,,,,,,,,,,,,,,,,,,,,,,,,395483.232,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PASCAGOULA GAS PLANT,1003360,Moss Point,MS,39562,6800 and 6812 STENNIS BOULEVARD,Jackson,30.38409,-88.49842,211112,"C,W-PROC",Petroleum and Natural Gas Systems,32644.64,29458.5,3169.75,16.39,,,,,,,,,,17732.784,,,,,,,,,,,,,,,,,,,14911.856,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PASSAIC VALLEY SEWER COMM,1001215,Newark,NJ,7105,600 WILSON AVENUE,Essex,40.713222,-74.130083,221320,C,Other,23418.012,23393.9,11,13.112,,,,,,,,,,23418.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PATRIOT RENEWABLE FUELS LLC,1006469,Annawan,IL,61234,101 Patriot Way,Henry,41.391795,-89.875198,325193,"C,II","Other,Waste",195539.11,195295.6,133.25,110.26,,,,,,,,,173.9,195498.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PATTERSON GAS PROCESSING PLANT,1003094,Patterson,LA,70392,308 Torch Lane,Saint Mary,29.713006,-91.308369,211112,"C,W-PROC",Petroleum and Natural Gas Systems,29717.892,28844.8,857,16.092,,,,,,,,,,28828.092,,,,,,,,,,,,,,,,,,,889.8,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PAULSBORO ASPHALT REFINERY,1002103,Paulsboro,NJ,8066,4 PARADISE RD.,Gloucester,39.840932,-75.226205,324121,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",152550.14,152143.7,174,232.44,,,,,,,,,,152134.248,,,,,,,,,,,,,,,,,,,,,,,,,415.892,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PAWNEE TREATING PLANT,1005631,Pawnee,TX,78145,6061 S. County Road 136,Karnes,28.621944,-97.991944,211111,"C,W-PROC",Petroleum and Natural Gas Systems,68353.156,64786.4,3552.75,14.006,,,,,,,,,,24057.76,,,,,,,,,,,,,,,,,,,44295.396,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCC STRUCTURALS INCâ,1005968,Portland,OR,97206,4600 SOUTHEAST HARNEY DRIVE,Multnomah,45.46262,-122.61412,331528,C,Metals,23595.612,23571.5,11,13.112,,,,,,,,,,23595.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCCV Deep Mine #37,1011212,Clintwood,VA,24228,1130 Dwale ln,Dickenson,37.18659,-82.40041,212112,FF,Other,48751.75,,48751.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48751.75,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCCV-Deep Mine 26,1009819,Norton,VA,24273,5703 Crutchfield Drive,Wise,36.919429,-82.794549,212112,FF,Other,183423,,183423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183423,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCCV-Deep Mine 35,1009820,Norton,VA,24273,5703 Crutchfield Drive,Wise,36.919429,-82.794549,212112,FF,Other,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCCV-Deep Mine 41,1009821,Norton,VA,24273,5703 Crutchfield Drive,Wise,36.919429,-82.794549,212112,FF,Other,494082.5,,494082.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494082.5,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCS NITROGEN FERTILIZER LP - GEISMAR AGRICULTURAL NITROGEN & PHOSPHATE PLANT,1003489,Geismar,LA,70734,10886 Hwy 75,Ascension,30.225784,-91.053154,325188,"C,G,PP,V,Z","Chemicals,Suppliers of CO2",1452448.41,974174.9,208.5,478065.01,,,,,,,,,,442802.832,,,,527828.2,,,,,,,,,,,,,477816.478,,,,,,,,,4000.9,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,
"PCS NITROGEN FERTILIZER, L.P.",1004340,Augusta,GA,30903,1460 Columbia Nitrogen Road,Richmond,33.44461,-81.93266,325311,"C,G,PP,V","Chemicals,Suppliers of CO2",2014343.748,1501921.4,167.5,512254.848,,,,,,,,,,349083.86,,,,1153204.7,,,,,,,,,,,,,512055.188,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,
"PCS Nitrogen Ohio, L.P.",1002229,Lima,OH,45804,2200 Fort Amanda Road,Allen,40.717499,-84.132274,325311,"C,G,PP,V","Chemicals,Suppliers of CO2",1174648.762,962680,174.5,211794.262,,,,,,,,,,370733.704,,,,592328.8,,,,,,,,,,,,,211586.258,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,
PCS PHOSPHATE COMPANY INCORPORATED,1006242,Aurora,NC,27806,1530 NC HIGHWAY 306 South,Beaufort,35.37745,-76.778816,212392,"C,U,Z",Chemicals,478126.238,476370.2,636.75,1119.288,,,,,,,,,,249152.138,,,,,,,,,,,,,,,,4616.6,,,,,,,,,,224357.5,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCS PHOSPHATE WHITE SPRINGS,1006467,White Springs,FL,32096,15843 SOUTHEAST 78TH STREET,Hamilton,30.408106,-82.787465,325312,"C,Z",Chemicals,56779.074,56763,4.75,11.324,,,,,,,,,,5003.674,,,,,,,,,,,,,,,,,,,,,,,,,,51775.4,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PCSW RESOURCE RECOVERY FACILITY,1003243,Spring Hill,FL,34610,14230 HAYS ROAD,Pasco,28.369724,-82.560119,562213,"C,HH",Waste,138916.662,118841.7,15942,4132.962,,,,,,,,,181217.7,125616.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"PE BERKELEY, INC",1005859,Berkeley,CA,94720,,Alameda,37.87039,-122.26344,221119,C,Power Plants,128488.316,128355.7,60.5,72.116,,,,,,,,,,128488.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PEA RIDGE,1002500,Pace,FL,32571,4575 HIGHWAY 90,Santa Rosa,30.59593,-87.13858,221112,C,Power Plants,71953.48,71879.5,33.75,40.23,,,,,,,,,,71953.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PEARSALL POWER PLANT,1004104,Pearsall,TX,78061,2393 COUNTY ROAD 1005,Frio,28.924928,-99.08848,221112,C,Power Plants,182867.656,182677.5,86.75,103.406,,,,,,,,,,182867.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PEGASUS GAS PLANT,1002668,Midkiff,TX,79755,,Midland,31.6615,-102.1383,211112,"C,W-PROC",Petroleum and Natural Gas Systems,90521.75251,87936.52226,2543.73375,41.4965,,,,,,,,,,57522.8325,,,,,,,,,,,,,,,,,,,32998.92001,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PEI Power Corporation,1001236,Archbald,PA,18403,170 Cogen Rd,Lackawanna,41.4844,-75.5403,221119,"C,D",Power Plants,28464.264,27748.7,218.5,497.064,,,,,,,,,133459.7,3608.06,24856.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PENN STATE MILTON S HERSHEY MED CTR,1006246,Hershey,PA,17033,500 UNIVERSITY DRIVE,Dauphin,40.26573,-76.67415,622110,C,Other,31313.966,31278.5,15.5,19.966,,,,,,,,,,31313.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PENOBSCOT ENERGY RECOVERY CO.,1000047,Orrington,ME,4474,29 INDUSTRIAL WAY,Penobscot,44.738333,-68.825833,562213,C,Waste,96497.342,91515.9,2000.25,2981.192,,,,,,,,,124472,96497.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PEOPLES GAS LIGHT & COKE CO,1004844,Fisher,IL,61843,230 E COUNTY RD 2800 N,Champaign,40.284433,-88.415347,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,73942.234,43884,30033.5,24.734,,,,,,,,,,43893.584,,,,,,,,,,,,,,,,,,,,,30048.65,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"PEOPLES LANDFILL, INC.",1003133,Birch Run,MI,48415,4143 RATHBUN ROAD,Saginaw,43.280112,-83.872304,562212,"C,HH",Waste,32339.9,201.9,32138,,,,,,,,,,,201.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32138,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PEORIA/CITY-COUNTY LANDFILL #1 AND #2,1003986,Brimfield,IL,61517,11501 COTTONWOOD ROAD,Peoria,40.742538,-89.798606,562212,"C,HH",Waste,78871.84,484.6,78385.75,1.49,,,,,,,,,,486.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78385.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PERDIDO LANDFILL CONSTRUCTION - PHASE 5,1005656,Cantonment,FL,32533,13009 BEULAH ROAD,Escambia,30.579059,-87.398582,562212,"C,HH",Waste,168933.748,95.7,168837.75,0.298,,,,,,,,,,95.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168837.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PERDUE FARMS INC,1002737,Lewiston,NC,27849,3539 GOVERNORS RD,Bertie,36.14189,-77.21939,311615,"C,II","Other,Waste",206807.562,8399.4,198402.5,5.662,,,,,,,,,,8409.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198398.25,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PERDUE FARMS INCORPORATED - ACCOMACK,1002710,Accomac,VA,23301,22520 LANKFORD HIGHWAY,Accomack,37.736111,-75.656111,311615,"C,II","Other,Waste",46318.584,10749.6,35544.25,24.734,,,,,,,,,,10784.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35533.75,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PERDUE GRAIN AND OILSEED LLC,1002713,Chesapeake,VA,23324,501 BARNES ROAD,Chesapeake City,36.805019,-76.282745,311222,C,Other,36970.16,36931.8,17.5,20.86,,,,,,,,,,36970.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PERKINS COMPRESSOR STATION,1011058,Salem,WV,26426,5435 GREENBRIER,Doddridge,39.24807,-80.5983,211112,C,Petroleum and Natural Gas Systems,51248.108,51195.5,24,28.608,,,,,,,,,,51248.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PERRY RIDGE LANDFILL INC,1006306,Du Quoin,IL,62832,6305 SACRED HEART RD,Perry,38.016727,-89.307492,562212,HH,Waste,48127.5,,48127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48127.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"PETE LIEN & SONS, INC.",1002994,Rapid City,SD,57702,3401 UNIVERSAL DRIVE,Pennington,44.116343,-103.281142,327410,"C,S",Minerals,334913.168,333860.1,385.25,667.818,,,,,,,,,,143005.868,,,,,,,,,,,,,,191907.3,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PETERSBURG CITY LANDFILL,1003322,Petersburg,VA,23803,390 INDUSTRIAL DR,Petersburg City,37.242262,-77.373603,562212,HH,Waste,61739.25,,61739.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61739.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PETRO STAR INC NORTH POLE REFINERY,1003670,North Pole,AK,99705,1200 H AND H LANE,Fairbanks North Star,64.735075,-147.344709,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",12242.942,12038.7,173.25,30.992,,,,,,,,,,12082.942,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PETRO STAR VALDEZ REFINERY,1005997,Valdez,AK,99686,2.5 MILE DAYVILLE ROAD,Valdez Cordova,61.083809,-146.250842,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",80653.724,79860.8,647.5,145.424,,,,,,,,,,72249.134,,,,,,,,,,,4854,,,,,,,,,,,,,,3550.59,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E BURNEY COMPRESSOR STATION,1000439,Burney,CA,96013,37667 East Highway 299,Shasta,40.884043,-121.658534,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,55291.046,53999.4,1261.25,30.396,,,,,,,,,,54054.096,,,,,,,,,,,,,,,,,,,,1236.95,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E COLUSA GENERATING STATION,1007173,Maxwell,CA,95955,4780 Dirks Rd,Colusa,39.3648,-122.268,221112,"C,D",Power Plants,1382997.704,1381697.3,593.25,707.154,,,,,,,,,,415.648,1382582.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E DELEVAN COMPRESSOR STATION,1006434,Willows,CA,95955,,Colusa,39.3649675683,-122.263297376,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,40282.562,36786.5,3475.5,20.562,,,,,,,,,,36820.612,,,,,,,,,,,,,,,,,,,,3461.95,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E GATEWAY GENERATING STATION,1007469,Antioch,CA,94509,3225 WILBUR AVE,Contra Costa,38.0167,-121.7592,221112,"C,D",Power Plants,1305981.612,1304656,604.75,720.862,,,,,,,,,,256.3,1305725.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E GERBER COMPRESSOR STATION,1006265,Gerber,CA,96035,22169 Chard Ave,Tehama,40.069493,-122.213818,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,57538.94,55497.9,2009.75,31.29,,,,,,,,,,55553.34,,,,,,,,,,,,,,,,,,,,1985.6,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E HINKLEY COMPRESSOR STATION,1004272,Hinkley,CA,92347,35863 FAIRVIEW RD,San Bernardino,34.902694,-117.160594,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,87334.378,58875.3,28426,33.078,,,,,,,,,,58896.728,,,,,,,,,,,,,,,,,,,,28437.65,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
PG&E HUMBOLDT BAY,1007411,Eureka,CA,95503,1000 KING SALMON AVE,Humboldt,40.7415,-124.2103,221112,C,Power Plants,186479.478,186283.4,88.5,107.578,,,,,,,,,,186479.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
